d18O_measurement,d13C_measurement,Mg_Ca_measurement,Sr_Ca_measurement
0.13089918020265656,-0.2757374501467475,-0.00024230379802381297,-0.023759099736418654
-0.01597825141126452,-0.09680684712128754,0.003816067040829485,-0.022786826333639293
0.09805747111727325,0.0840667454113776,0.007552040659428605,-0.05908484494557881
0.17213643044768379,0.12154489386997819,0.002366791124637335,-0.04474354186728505
0.02924611398842447,-0.18072482587769778,-5.537054912463368e-06,-0.021142292659421025
0.09952543598444974,0.12902930734562396,-0.0006868102317826308,-0.024448453508690793
0.12961062692864733,0.1337779745873402,0.0012147638008452866,-0.042541803063011585
0.05237748755302185,0.06972730691842854,0.004806380695767665,-0.027269551289446747
-0.012220300295372022,-0.1597397884836207,-0.0015584524270990663,0.016530588980895683
0.004849148773246048,-0.1759285472202431,-0.001302465601206948,-0.027943220671628716
0.0038637304806365957,-0.1635843810910606,-0.0009752070981688954,-0.025481208045451675
-0.007226400812480938,-0.03298873016135251,0.003329115759216128,-0.041484488314728785
-0.04865486995264012,-0.2844735647943943,-0.001137519732018144,-0.005067089214007003
-0.03167144261818522,-0.35473185286734643,-0.0016474358269620293,-0.026082713406255204
-0.027621775802038062,-0.2902374707058062,-0.0021527323674237486,-0.012096281109352458
0.02335331272091601,-0.26819862018719776,-0.002621789697420329,-0.015542230899585202
-0.11465015010633373,-0.3284497447614406,-0.002474752064537289,-0.024985521980349534
-0.2150481899969119,-0.2676295499505038,-0.0030750268269151837,-0.061985187010231646
-0.06478989111539057,-0.16700165868663003,0.004612474869205907,-0.0049194862937115
0.09665412102109705,-0.08880500286446817,0.0011584560340963668,-0.0015722352789711846
0.1412103148008147,0.01748130192829868,-0.00023040197681778452,-0.01672628201503165
0.010541838897673683,-0.11922285955332254,-6.96914575926133e-06,0.023259672351570754
0.02484102918693143,-0.0069891706886582305,0.0019158813070869751,-0.016361205751244584
0.023506389845339704,0.034231518112737835,-0.0018086339861252965,-0.014009222520782932
-0.014562041208525889,0.10780271637661792,-6.330380629127053e-05,-0.029166593437614102
0.015552811216750673,0.1841174895897804,-0.002128675950110348,-0.014304444209821549
0.06624432717065054,0.07253903987923645,-0.0007579282145540045,-0.042376033487602494
0.011509335349408789,0.08495630932107276,-0.0008312334479776418,0.010075118374224118
-0.014990463386129305,0.16805871764182156,-0.0015989019308229047,-0.015597377300435783
-0.054433213343750175,0.044689615153706924,-0.001257191844404204,0.0036192795652518206
-0.021470069475339804,0.12001050615894564,-0.0008795019568960116,0.01408988088564854
0.08480423134851434,0.20784645166733148,0.00047214909642234737,-0.02116021385824307
0.07299166242269683,0.11526593190513926,-0.0015481892545817777,0.035059199577433545
-0.05714229120121739,-0.06829266100272992,-0.0012845976204263199,0.019361519991251172
-0.0834632591836566,0.04297416771339351,-0.0014074180316032692,0.007593479815236448
0.13354032392025372,-0.08967202112779561,-0.0020563265934510078,0.07340022674562847
0.011935670294189737,-0.16845226386429402,-0.002471787371337353,-0.01015321012995396
-0.08783003164588399,-0.04313568883899088,-0.002640031409397947,0.0019543472687200414
-0.034078159958592424,-0.07292251011077362,-0.0025832867913947455,0.001899217056670413
0.03573115594337861,0.09369686881425372,-0.00047633424511306366,0.06745138113965195
0.04287710876530304,0.038542660292749234,-0.0009617946136585287,0.026153600515089442
-0.09104787642826206,0.11232428451998779,-0.0012760960549401679,0.008077846811195971
-0.2296582951599362,0.12003561572416964,-0.0014159837771978712,0.005173002353043049
-0.04556680639226718,0.041436027687704435,-0.0011535176708870054,0.02196579464161702
-0.02064137166260216,-0.07415337856651406,-0.0024191871329936054,0.03826709320163148
0.06534397100834988,-0.07699485110664603,-0.0019588370397173316,0.02604827517841117
0.05945125059795475,0.025913854078657775,-0.0012994550788640868,0.03879524801531786
-0.16615933212043088,0.09890003425146693,-0.000764273980510044,-0.016450201791499863
-0.03881381718061805,0.1381110627309273,0.002071182972340546,0.025864386388737018
0.003611840367294228,-0.07067214552444129,0.004594417265483819,-0.040991243217877574
0.044809353596639845,-0.1033401861112225,-0.0013377678890950095,-0.028271865003420785
0.03613683752141661,-0.04520140773568987,-0.0004405774207247859,-0.024046104920147
-0.039500905851310275,0.17628529366170892,0.00026974990699646373,0.03020624498844375
-0.037821810272411494,0.10086896086595537,-0.00036771856197514996,0.0016957610259516753
0.04179282976843113,0.12888535342337154,-0.0016428807385974187,0.03953886780694024
-0.04314484047727829,0.2969292805275538,0.0023395435089166305,0.014098563525854244
0.05089208207036999,0.14163636639316046,-0.0037143124634472224,0.026736260174816645
0.07203636122473212,0.027314821986148596,0.000700233385277027,0.0054618835697261
0.017113032606660195,-0.18432627161156193,-0.0028445016933369427,0.019124064879720515
-0.053594766206049416,-0.368963873808669,-0.0016521781641546385,0.009216274886484424
0.02204619103732819,-0.0508634285201888,0.0006229254760260483,-0.046464106619003305
-0.03295346262881971,-0.048505042602272036,0.0011567700697195926,0.014237355296226231
-0.006122129094834783,-0.061607280709278484,-0.0005510841934530664,-0.00829979418059653
0.004401216906900096,0.10513144422561638,0.002489243661184748,-0.04006400485421342
0.022415323422695366,0.22744346847669794,0.00221223420478156,-0.002248206744638326
-0.07579690419824248,0.027219067730500396,-0.0007049003448583724,0.055719960357388715
-0.03494048030771357,-0.11417566237947568,-0.0019563977321751524,-0.03815755531798437
0.04543407060077764,0.36435997171278794,-0.0010278121334077461,-0.010465986626426067
-0.03127150516612187,0.19099055868462383,0.0012202936767847783,0.0169470768388916
-0.0385893407898803,0.16339984786981757,0.001586899159252253,0.03875594537254353
-0.02086545007775875,0.05536504374593976,-0.0006910971176120606,0.012825472409953891
0.038368348278672526,-0.04792071506551837,-0.0034869909485868433,0.017160711486217558
-0.08678466252165684,-0.029165100716083525,0.0002930441467982048,0.03872171152549695
-0.06136181621278336,-0.029225569624279357,-0.0019738400006310552,-0.000541329804683733
0.003451719721768942,-0.231982259305957,-0.0013143912769502109,-0.06004105674121208
0.06702869753888674,-0.15582021350567132,-0.0003440754625436693,-0.017569609306663476
0.05964349841441052,-0.04548475498640192,-0.001699774713863178,0.02602157993365145
-0.044340731852008375,-0.10553073638348831,-0.0023087140275670492,0.06540939029972338
0.02105787574411222,-0.17082211634631572,-0.0012230931091097297,-0.05730134957164078
0.019929882756132056,-0.14674723910899767,0.00028501271269709694,0.05284943506652827
-0.07583696803096052,-0.13379347104911976,-0.0016362687371211937,0.001980212230872077
-0.010587651652740115,-0.15618470530334427,-0.002489068070509637,-0.023808540729716637
-0.06947810703659796,-0.18273959220525843,0.001210000359447183,0.06129508830333784
-0.05413040923969348,-0.15381596675314957,-3.7659780928511744e-05,-0.0006934799047064975
0.0181902713526485,-0.11000242787131592,-0.0017677802180731117,-0.002539585264169298
0.06683875747676349,-0.1536777435453236,-0.0004755613452437357,0.023364570330890864
-0.006118090099539675,-0.16000827081868635,-0.0018451001461865513,-0.000638539189742153
0.01899771818346574,-0.2637805345311774,0.00014664166395661482,0.010993569772878818
0.07751155467443316,-0.05277388839867225,-0.0016709552237527125,0.07489872392863339
0.019630695029661194,0.0996656483228851,-0.0015327102148273708,-0.0008838735053336919
-0.0381029629710512,0.062247841428958395,-0.00030660496357881595,0.035855513783170714
